text,category,urgency,source
UPI payment deduct ho gaya par order place nahi hua. Txn TXN20213068.,Payment_Issue,Medium,App
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Website
"Order ORD353610 ko 8 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Low,Call
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD697528.",Wrong_Product,Medium,App
Promised date se 5 din late deliver hua.,Late_Delivery,High,Email
App crash ho rahi hai payment ke time. Ref TRK1036920. Support ko contact kiya but koi update nahi.,App_Bug,High,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,Email
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD862795.,Seller_Fraud,High,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Low,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD438392.,Customer_Service,High,App
Box kholte hi product broken nikla. Order ORD104750.,Damaged_Product,High,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Low,Call
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD987388. Support ko contact kiya but koi update nahi.",Wrong_Product,Medium,Email
Screen cracked thi delivery ke time.,Damaged_Product,Medium,App
App crash ho rahi hai payment ke time. Ref TRK9475567. App me tracking bhi galat show ho rahi hai.,App_Bug,Medium,Email
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD314339.",Wrong_Product,Medium,Call
Completely different product receive hua.,Wrong_Product,High,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Call
Promised date se 2 din late deliver hua.,Late_Delivery,High,Website
Completely different product receive hua.,Wrong_Product,Medium,Call
Box kholte hi product broken nikla. Order ORD642430.,Damaged_Product,Low,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Low,Website
Discount apply hua tha par final bill me reflect nahi hua. Refund bhi abhi tak process nahi hua.,Billing_Invoice,Medium,Email
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Support ko contact kiya but koi update nahi.,Seller_Fraud,High,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD883661.,Seller_Fraud,High,Email
Discount apply hua tha par final bill me reflect nahi hua. Support ko contact kiya but koi update nahi.,Billing_Invoice,High,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Website
Refund 10 din se pending hai.,Refund_Return,Low,Call
Screen cracked thi delivery ke time. Refund bhi abhi tak process nahi hua.,Damaged_Product,Medium,Email
Express delivery li thi fir bhi delay hua.,Late_Delivery,Medium,App
UPI payment deduct ho gaya par order place nahi hua. Txn TXN66356892.,Payment_Issue,High,Website
"Tracking TRK8839085 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Email
"Tracking TRK8905164 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,App
Box kholte hi product broken nikla. Order ORD698711.,Damaged_Product,High,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Medium,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,App
Promised date se 3 din late deliver hua. Support ko contact kiya but koi update nahi.,Late_Delivery,Medium,Email
Box kholte hi product broken nikla. Order ORD182485.,Damaged_Product,Low,App
Completely different product receive hua.,Wrong_Product,High,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,Email
Screen cracked thi delivery ke time. Refund bhi abhi tak process nahi hua.,Damaged_Product,Medium,Email
Discount apply hua tha par final bill me reflect nahi hua. Support ko contact kiya but koi update nahi.,Billing_Invoice,Medium,Website
"Order ORD702146 ko 6 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Call
Login karte hi something went wrong error aa raha hai.,App_Bug,High,App
Completely different product receive hua.,Wrong_Product,High,App
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Website
Promised date se 9 din late deliver hua.,Late_Delivery,High,App
Amount debit hua lekin confirmation nahi aaya. Refund bhi abhi tak process nahi hua.,Payment_Issue,High,Call
Box kholte hi product broken nikla. Order ORD466227.,Damaged_Product,High,App
Completely different product receive hua.,Wrong_Product,Low,App
Refund 10 din se pending hai.,Refund_Return,High,Website
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD995289.,Seller_Fraud,Low,App
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD867913.",Wrong_Product,Low,Website
Customer support sirf ticket close kar raha hai without solution. Ref ORD426900.,Customer_Service,Medium,Website
UPI payment deduct ho gaya par order place nahi hua. Txn TXN18497890.,Payment_Issue,Medium,Website
Customer support sirf ticket close kar raha hai without solution. Ref ORD410087. Refund bhi abhi tak process nahi hua.,Customer_Service,High,App
Amount debit hua lekin confirmation nahi aaya. App me tracking bhi galat show ho rahi hai.,Payment_Issue,Medium,App
App crash ho rahi hai payment ke time. Ref TRK7832808.,App_Bug,Medium,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD248225.",Wrong_Product,High,Email
App crash ho rahi hai payment ke time. Ref TRK8035542.,App_Bug,Medium,App
"Order ORD267811 ko 8 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Website
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD763559. App me tracking bhi galat show ho rahi hai.,Seller_Fraud,Medium,Call
UPI payment deduct ho gaya par order place nahi hua. Txn TXN46371670.,Payment_Issue,Low,App
Box kholte hi product broken nikla. Order ORD462034.,Damaged_Product,Low,Email
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD678046. Seller bhi reply nahi kar raha.",Wrong_Product,Low,Call
Refund 10 din se pending hai. Support ko contact kiya but koi update nahi.,Refund_Return,Medium,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Low,App
App crash ho rahi hai payment ke time. Ref TRK9657185. Seller bhi reply nahi kar raha.,App_Bug,High,Website
3 baar complaint ki but koi proper response nahi mila. App me tracking bhi galat show ho rahi hai.,Customer_Service,Medium,Email
"Order ORD369668 ko 11 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Email
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD507821.,Seller_Fraud,High,Call
Completely different product receive hua.,Wrong_Product,High,Website
Invoice me extra charge add ho gaya. Order ORD536931.,Billing_Invoice,Low,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD393016.",Wrong_Product,Medium,App
Box kholte hi product broken nikla. Order ORD324729. Refund bhi abhi tak process nahi hua.,Damaged_Product,Low,Email
Box kholte hi product broken nikla. Order ORD853148.,Damaged_Product,High,Call
Box kholte hi product broken nikla. Order ORD479256.,Damaged_Product,Medium,App
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,High,Call
Completely different product receive hua.,Wrong_Product,High,Email
Invoice me extra charge add ho gaya. Order ORD721806.,Billing_Invoice,High,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD851728. Support ko contact kiya but koi update nahi.",Wrong_Product,High,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Call
App crash ho rahi hai payment ke time. Ref TRK7697861. Refund bhi abhi tak process nahi hua.,App_Bug,Medium,Email
Express delivery li thi fir bhi delay hua.,Late_Delivery,High,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,Call
3 baar complaint ki but koi proper response nahi mila. App me tracking bhi galat show ho rahi hai.,Customer_Service,Medium,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD381249.,Customer_Service,Medium,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD741075.,Customer_Service,Low,App
Return approve hua but pickup schedule nahi ho raha. Invoice INV468010. Seller bhi reply nahi kar raha.,Refund_Return,High,Website
Promised date se 12 din late deliver hua.,Late_Delivery,High,Email
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. App me tracking bhi galat show ho rahi hai.,Seller_Fraud,High,App
Completely different product receive hua.,Wrong_Product,High,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Website
Completely different product receive hua.,Wrong_Product,High,Website
"Tracking TRK4459632 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Website
Login karte hi something went wrong error aa raha hai. Refund bhi abhi tak process nahi hua.,App_Bug,Medium,Website
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,Medium,Email
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD266424. Refund bhi abhi tak process nahi hua.",Wrong_Product,High,Email
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,App
App crash ho rahi hai payment ke time. Ref TRK9470353.,App_Bug,High,Email
3 baar complaint ki but koi proper response nahi mila. Refund bhi abhi tak process nahi hua.,Customer_Service,Medium,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD642480. App me tracking bhi galat show ho rahi hai.",Wrong_Product,High,Call
Box kholte hi product broken nikla. Order ORD604793.,Damaged_Product,High,Website
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Call
Box kholte hi product broken nikla. Order ORD247706.,Damaged_Product,Low,App
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD412956.",Wrong_Product,Medium,App
App crash ho rahi hai payment ke time. Ref TRK6587247.,App_Bug,High,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Website
3 baar complaint ki but koi proper response nahi mila. Refund bhi abhi tak process nahi hua.,Customer_Service,High,Call
3 baar complaint ki but koi proper response nahi mila. Refund bhi abhi tak process nahi hua.,Customer_Service,High,Website
Completely different product receive hua.,Wrong_Product,Medium,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD785371.,Customer_Service,Low,Email
App crash ho rahi hai payment ke time. Ref TRK4244994. Refund bhi abhi tak process nahi hua.,App_Bug,Medium,Email
"Order ORD363845 ko 9 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Call
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Email
UPI payment deduct ho gaya par order place nahi hua. Txn TXN64012161. Seller bhi reply nahi kar raha.,Payment_Issue,High,Call
"Order ORD582467 ko 12 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Call
Screen cracked thi delivery ke time.,Damaged_Product,Medium,Website
Refund 10 din se pending hai.,Refund_Return,High,Website
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Call
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,Medium,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD383210.,Seller_Fraud,Medium,App
"Order ORD149417 ko 4 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,High,Website
Invoice me extra charge add ho gaya. Order ORD428884.,Billing_Invoice,Medium,App
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,Low,Website
Screen cracked thi delivery ke time.,Damaged_Product,Medium,Email
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Medium,Website
Express delivery li thi fir bhi delay hua. Support ko contact kiya but koi update nahi.,Late_Delivery,Medium,Website
"Order ORD437925 ko 3 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Website
Express delivery li thi fir bhi delay hua.,Late_Delivery,High,Email
App crash ho rahi hai payment ke time. Ref TRK6318806. Seller bhi reply nahi kar raha.,App_Bug,Medium,Email
"Tracking TRK4147074 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,App
App crash ho rahi hai payment ke time. Ref TRK8194732.,App_Bug,Low,Call
Refund 10 din se pending hai. Support ko contact kiya but koi update nahi.,Refund_Return,High,Email
Customer support sirf ticket close kar raha hai without solution. Ref ORD202179.,Customer_Service,Low,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Seller bhi reply nahi kar raha.,Seller_Fraud,Low,Call
Invoice me extra charge add ho gaya. Order ORD913149.,Billing_Invoice,Medium,Call
App crash ho rahi hai payment ke time. Ref TRK7979925. Refund bhi abhi tak process nahi hua.,App_Bug,Medium,Call
Completely different product receive hua. Support ko contact kiya but koi update nahi.,Wrong_Product,High,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,High,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD738819. App me tracking bhi galat show ho rahi hai.,Customer_Service,Medium,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,App
Screen cracked thi delivery ke time. App me tracking bhi galat show ho rahi hai.,Damaged_Product,Medium,App
Invoice me extra charge add ho gaya. Order ORD223591. App me tracking bhi galat show ho rahi hai.,Billing_Invoice,Medium,Email
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,Medium,App
Completely different product receive hua.,Wrong_Product,Low,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Seller bhi reply nahi kar raha.,Seller_Fraud,High,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Website
Screen cracked thi delivery ke time. Seller bhi reply nahi kar raha.,Damaged_Product,High,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,App
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,App
"Tracking TRK6203688 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Medium,Website
Express delivery li thi fir bhi delay hua. App me tracking bhi galat show ho rahi hai.,Late_Delivery,Medium,Call
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Low,App
Completely different product receive hua. Refund bhi abhi tak process nahi hua.,Wrong_Product,High,Email
Promised date se 11 din late deliver hua.,Late_Delivery,High,Email
Screen cracked thi delivery ke time.,Damaged_Product,Low,Call
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Seller bhi reply nahi kar raha.,Seller_Fraud,Medium,App
Login karte hi something went wrong error aa raha hai. App me tracking bhi galat show ho rahi hai.,App_Bug,High,Website
Refund 10 din se pending hai.,Refund_Return,Medium,Call
Express delivery li thi fir bhi delay hua. App me tracking bhi galat show ho rahi hai.,Late_Delivery,High,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD881639. App me tracking bhi galat show ho rahi hai.",Wrong_Product,Medium,Email
"Tracking TRK4144576 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Low,Website
Customer support sirf ticket close kar raha hai without solution. Ref ORD343089.,Customer_Service,High,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Low,Website
App crash ho rahi hai payment ke time. Ref TRK6767836.,App_Bug,Medium,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD727872.,Customer_Service,Medium,App
"Tracking TRK5258198 update nahi ho raha, delivery date cross ho gayi. App me tracking bhi galat show ho rahi hai.",Order_Not_Delivered,Medium,Email
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD706766. Refund bhi abhi tak process nahi hua.,Seller_Fraud,Low,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD439721.",Wrong_Product,High,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,App
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD276982. Seller bhi reply nahi kar raha.,Seller_Fraud,Medium,Email
Completely different product receive hua.,Wrong_Product,Medium,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD363819.,Seller_Fraud,High,App
Discount apply hua tha par final bill me reflect nahi hua. Support ko contact kiya but koi update nahi.,Billing_Invoice,Medium,App
Invoice me extra charge add ho gaya. Order ORD439928.,Billing_Invoice,High,App
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD254287. App me tracking bhi galat show ho rahi hai.,Seller_Fraud,High,Email
UPI payment deduct ho gaya par order place nahi hua. Txn TXN76879246. Seller bhi reply nahi kar raha.,Payment_Issue,High,Email
Invoice me extra charge add ho gaya. Order ORD589126.,Billing_Invoice,High,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD965323.,Customer_Service,Low,Email
Customer support sirf ticket close kar raha hai without solution. Ref ORD311459.,Customer_Service,High,Website
App crash ho rahi hai payment ke time. Ref TRK9974278.,App_Bug,Medium,Email
Customer support sirf ticket close kar raha hai without solution. Ref ORD340249. Refund bhi abhi tak process nahi hua.,Customer_Service,Medium,App
Login karte hi something went wrong error aa raha hai.,App_Bug,Medium,Call
App crash ho rahi hai payment ke time. Ref TRK3166384. Seller bhi reply nahi kar raha.,App_Bug,Low,Website
Completely different product receive hua.,Wrong_Product,High,Email
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD890574. Seller bhi reply nahi kar raha.",Wrong_Product,High,Email
Return approve hua but pickup schedule nahi ho raha. Invoice INV983234.,Refund_Return,High,Website
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,High,Call
Express delivery li thi fir bhi delay hua. Support ko contact kiya but koi update nahi.,Late_Delivery,Medium,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,Website
Express delivery li thi fir bhi delay hua.,Late_Delivery,High,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Call
Screen cracked thi delivery ke time.,Damaged_Product,Medium,App
Box kholte hi product broken nikla. Order ORD383336. Refund bhi abhi tak process nahi hua.,Damaged_Product,Medium,Call
UPI payment deduct ho gaya par order place nahi hua. Txn TXN48531288.,Payment_Issue,High,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,App
Screen cracked thi delivery ke time.,Damaged_Product,High,App
Box kholte hi product broken nikla. Order ORD959404. Refund bhi abhi tak process nahi hua.,Damaged_Product,High,App
Promised date se 5 din late deliver hua. Refund bhi abhi tak process nahi hua.,Late_Delivery,Medium,Email
Discount apply hua tha par final bill me reflect nahi hua. Refund bhi abhi tak process nahi hua.,Billing_Invoice,Medium,Call
Refund 10 din se pending hai. Seller bhi reply nahi kar raha.,Refund_Return,Medium,Website
Invoice me extra charge add ho gaya. Order ORD877785.,Billing_Invoice,High,Website
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD702563.,Seller_Fraud,Low,Call
"Tracking TRK3443584 update nahi ho raha, delivery date cross ho gayi. Refund bhi abhi tak process nahi hua.",Order_Not_Delivered,High,App
Login karte hi something went wrong error aa raha hai.,App_Bug,High,App
Screen cracked thi delivery ke time. Support ko contact kiya but koi update nahi.,Damaged_Product,Medium,Call
Completely different product receive hua.,Wrong_Product,Medium,Website
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD450616. Support ko contact kiya but koi update nahi.",Wrong_Product,High,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,Website
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,Medium,Call
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD341331.,Seller_Fraud,High,Website
Customer support sirf ticket close kar raha hai without solution. Ref ORD611153.,Customer_Service,Medium,Email
App crash ho rahi hai payment ke time. Ref TRK3548215.,App_Bug,Low,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD722572. Support ko contact kiya but koi update nahi.,Customer_Service,Medium,App
Return approve hua but pickup schedule nahi ho raha. Invoice INV985501.,Refund_Return,High,Website
Screen cracked thi delivery ke time.,Damaged_Product,Medium,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Website
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,High,App
Login karte hi something went wrong error aa raha hai. Seller bhi reply nahi kar raha.,App_Bug,Medium,App
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,Medium,Email
Login karte hi something went wrong error aa raha hai. Support ko contact kiya but koi update nahi.,App_Bug,Medium,Call
"Order ORD881359 ko 3 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Call
Box kholte hi product broken nikla. Order ORD868270.,Damaged_Product,Medium,App
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD140123. Support ko contact kiya but koi update nahi.",Wrong_Product,Medium,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,Call
Return approve hua but pickup schedule nahi ho raha. Invoice INV792939.,Refund_Return,High,Website
Invoice me extra charge add ho gaya. Order ORD649459.,Billing_Invoice,High,App
Box kholte hi product broken nikla. Order ORD805932. Support ko contact kiya but koi update nahi.,Damaged_Product,High,Email
"Order ORD862473 ko 2 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Email
"Tracking TRK5765662 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Low,Email
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Email
"Tracking TRK9244717 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Email
Login karte hi something went wrong error aa raha hai.,App_Bug,High,App
Refund 10 din se pending hai.,Refund_Return,Medium,Email
Invoice me extra charge add ho gaya. Order ORD351895.,Billing_Invoice,High,Website
"Tracking TRK9070367 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,Email
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD113228. Refund bhi abhi tak process nahi hua.",Wrong_Product,Low,Email
Customer support sirf ticket close kar raha hai without solution. Ref ORD790156.,Customer_Service,Medium,App
App crash ho rahi hai payment ke time. Ref TRK9321087. App me tracking bhi galat show ho rahi hai.,App_Bug,High,Call
"Order ORD113830 ko 5 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,App
"Order ORD405187 ko 11 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Low,App
Completely different product receive hua.,Wrong_Product,Low,Call
Box kholte hi product broken nikla. Order ORD636854. App me tracking bhi galat show ho rahi hai.,Damaged_Product,High,Email
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. Seller bhi reply nahi kar raha.,Seller_Fraud,High,Email
"Tracking TRK8853377 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Medium,App
Promised date se 2 din late deliver hua.,Late_Delivery,High,Call
"Order ORD991080 ko 4 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Medium,Email
Invoice me extra charge add ho gaya. Order ORD712057. Support ko contact kiya but koi update nahi.,Billing_Invoice,Medium,Email
Express delivery li thi fir bhi delay hua. Refund bhi abhi tak process nahi hua.,Late_Delivery,Medium,Website
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,App
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD978285.,Seller_Fraud,High,App
Return approve hua but pickup schedule nahi ho raha. Invoice INV802059. Seller bhi reply nahi kar raha.,Refund_Return,High,Call
Return approve hua but pickup schedule nahi ho raha. Invoice INV971177.,Refund_Return,Medium,Email
Express delivery li thi fir bhi delay hua.,Late_Delivery,Medium,Website
Customer support sirf ticket close kar raha hai without solution. Ref ORD331152. Seller bhi reply nahi kar raha.,Customer_Service,Medium,App
Return approve hua but pickup schedule nahi ho raha. Invoice INV458409. Seller bhi reply nahi kar raha.,Refund_Return,Medium,App
3 baar complaint ki but koi proper response nahi mila.,Customer_Service,High,App
Screen cracked thi delivery ke time.,Damaged_Product,High,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,High,Website
Express delivery li thi fir bhi delay hua.,Late_Delivery,Low,Call
"Order ORD358927 ko 8 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Low,Email
"Tracking TRK2187967 update nahi ho raha, delivery date cross ho gayi. App me tracking bhi galat show ho rahi hai.",Order_Not_Delivered,Medium,Call
Customer support sirf ticket close kar raha hai without solution. Ref ORD836963. Seller bhi reply nahi kar raha.,Customer_Service,High,Call
Login karte hi something went wrong error aa raha hai.,App_Bug,High,Email
"Tracking TRK5875342 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Low,Call
Screen cracked thi delivery ke time. Support ko contact kiya but koi update nahi.,Damaged_Product,High,App
"Order ORD578145 ko 9 din ho gaye, status out for delivery pe hi atka hai, parcel abhi tak nahi mila.",Order_Not_Delivered,Low,Website
Login karte hi something went wrong error aa raha hai.,App_Bug,Low,Call
"Maine headphones order kiye the, wallet deliver kar diya. Order ORD177473.",Wrong_Product,Low,Email
App crash ho rahi hai payment ke time. Ref TRK5497124.,App_Bug,Medium,Email
Express delivery li thi fir bhi delay hua.,Late_Delivery,Medium,Call
Amount debit hua lekin confirmation nahi aaya.,Payment_Issue,Medium,Website
Screen cracked thi delivery ke time.,Damaged_Product,Medium,Website
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Medium,Call
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha. App me tracking bhi galat show ho rahi hai.,Seller_Fraud,Medium,Website
Return approve hua but pickup schedule nahi ho raha. Invoice INV986882.,Refund_Return,Low,Website
Promised date se 12 din late deliver hua. Seller bhi reply nahi kar raha.,Late_Delivery,Low,Website
Customer support sirf ticket close kar raha hai without solution. Ref ORD929456.,Customer_Service,Low,Call
"Tracking TRK2698997 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,High,App
Discount apply hua tha par final bill me reflect nahi hua.,Billing_Invoice,Low,Email
Screen cracked thi delivery ke time.,Damaged_Product,Medium,App
Refund 10 din se pending hai.,Refund_Return,High,Website
Invoice me extra charge add ho gaya. Order ORD859482.,Billing_Invoice,High,App
Customer support sirf ticket close kar raha hai without solution. Ref ORD508347. Seller bhi reply nahi kar raha.,Customer_Service,Medium,App
"Tracking TRK2238151 update nahi ho raha, delivery date cross ho gayi.",Order_Not_Delivered,Medium,Email
UPI payment deduct ho gaya par order place nahi hua. Txn TXN41002695. Support ko contact kiya but koi update nahi.,Payment_Issue,Medium,Website
Completely different product receive hua. App me tracking bhi galat show ho rahi hai.,Wrong_Product,Medium,Website
App crash ho rahi hai payment ke time. Ref TRK2029472.,App_Bug,Medium,Call
UPI payment deduct ho gaya par order place nahi hua. Txn TXN58694273.,Payment_Issue,High,Website
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD909605. Support ko contact kiya but koi update nahi.,Seller_Fraud,Medium,Call
Box kholte hi product broken nikla. Order ORD604042.,Damaged_Product,Medium,App
Original bola tha lekin duplicate nikla. Seller response bhi nahi de raha.,Seller_Fraud,High,Website
Customer support sirf ticket close kar raha hai without solution. Ref ORD533929.,Customer_Service,High,App
App crash ho rahi hai payment ke time. Ref TRK4014611. App me tracking bhi galat show ho rahi hai.,App_Bug,Medium,App
Seller ne fake product bhej diya aur return bhi reject kar diya. Order ORD583493.,Seller_Fraud,Low,Website
