complaint_id,complaint_text,category,sentiment,priority,language_ratio
CMP005649,"dear  team, mujhe Indore se order kiya tha bottle leak ho rahi thi aur sab gaura ho gaya aur details me bola tha original quality, par aisa laga local copy h 3499 rupaye ka order tha tracking id TRK7229266 order no 736346 need immediate help",Damaged Product,Negative,Critical,60% Hindi / 40% English
CMP005650,free delivery offfer apply nahi hua order no 750897 plzz resolve this!!,Coupon Issue,Negative,Medium,45% Hindi / 55% English
CMP005651,"team, trial end hone ke baad extra charge cut hua aur mera time aur paisa dono waste hua 1499 rupaye ka order tha 🤦 please expedite",Subscription,Negative,High,35% Hindi / 65% English
CMP005652,"helllo, message karne pe seller reply hi nahi karta ☹️ jaldi fix kro",Seller Complaint,Negative,Critical,60% Hindi / 40% English
CMP005653,"bhai,  sort by price work nahi kar raha 999 rupaye ka order tha very disappointing",Search/Filter,Negative,Medium,40% Hindi / 60% English
CMP005654,"urgent, premium features still not unlocked after payment 799 rupaye ka order tha order no 117599 very disappointing",Subscription,Negative,Critical,45% Hindi / 55% English
CMP005655,"loogin screen loop me atak jata hai tab bhi details me bola tha original quality, par aisa laga local copy h 1299 rupaye ka order tha tracking id TRK8587096 😡 isko seriously lo",App Bug,Negative,Critical,35% Hindi / 65% English
CMP005656,mujhe Lucknow se order kiya tha order me skincare set missing tha fir bhi delivery boy ne call bhi nahi kiya ☹️ plz expedite,Missing Item,Negative,Critical,55% Hindi / 45% English
CMP005657,"tracking  TRK2093447 4 din se update nahi hua still details me bola tha original quality, par aisa laga local copy h tracking id TRK2093447 isko seriously lo",Tracking Issue,Negative,Medium,60% Hindi / 40% English
CMP005658,"checkout pe error aaya, twice attempt kiya aur dono baar problem hua 999 rupaye ka order tha isko seriously lo",Payment Issue,Negative,High,50% Hindi / 50% English
CMP005659,"team, mujhe Indore se order kiya tha cashback promise hua tha but credit nahi hua tab bhi order summary aur actual item me mismatch hai ☹️ jaldi fix kro",Cashback,Negative,Medium,55% Hindi / 45% English
CMP005660,"plz look into, mujhe Surat se order kiya tha search results bilkul raurom aa rahe hain tab bhi parcel ka status 48 ghante se same hai 799 rupaye ka order tha hope you understaur",Search/Filter,Negative,Medium,35% Hindi / 65% English
CMP005661,"hello, mujhe Gurgaon se order kiya tha filter apply karne ke baad bhi same products dikhte hain fir bhi app pe jo dikhaya gaya tha wo reality se match nahi karta tracking id TRK1974826 thanks but no thanks!!",Search/Filter,Negative,Low,40% Hindi / 60% English
CMP005662,"filter  apply kaarne ke baad bhi same products dikhte hain tab bhi chat support me sirf bot hi bot hai, koi live agent nahi order no 671385 🥲 very disappointing",Search/Filter,Negative,Medium,40% Hindi / 60% English
CMP005663,"madam, return approve hua fir bhi paisa stuck h jaldi fix kro",Refund,Negative,High,65% Hindi / 35% English
CMP005664,"team, delivery boy rude tha aur call pe hang up kar diya lekin maine 2 baar complaint raise kiya but same canned reply mil rha h 1999 rupaye ka order tha waiting for reply",Courier Experience,Negative,Medium,70% Hindi / 30% English
CMP005665,pickup boy aaya hi nahi aur request cancel ho gayi but kisi ne update dene ki bhi zaarurat nahi samjhi 1499 rupaye ka order tha plz expedite!,Return,Negative,Critical,55% Hindi / 45% English
CMP005666,"sir, amount 2499 cut hua but transaction history me mismatch hai lekin details me bola tha original quality, par aisa laga local copy h very disappointing...",Payment Issue,Negative,High,50% Hindi / 50% English
CMP005667,"team, packing opened lag rahi thi aur item गायब tha tracking id TRK7108457 very disappointing",Missing Item,Negative,High,55% Hindi / 45% English
CMP005668,"sir,  mujhe Nagpur se order kiya tha search reesults load hi nahi hote tracking id TRK1671419 hope you understaur!",App Bug,Negative,High,35% Hindi / 65% English
CMP005669,email  verify nahi ho raha still delivery boy ne call bhi nahi kiya 799 rupaye ka order tha order no 252380 need immediate help,Account/Login,Negative,High,30% Hindi / 70% English
CMP005670,"team, free delivery offer apply nahi hua order no 344468 isko seriously lo",Coupon Issue,Negative,Medium,45% Hindi / 55% English
CMP005671,"yrr, fake assurance di ki original product hai lekin chat support me sirf bot hi bot hai, koi live agent nahi need immediate help?",Seller Complaint,Negative,Critical,60% Hindi / 40% English
CMP005672,"team, colour aur variant totally alag nikla aur app pe jo dikhaya gaya tha wo reality se match nahi karta order no 528811 😤 jaldi fix kro?",Wrong Product,Negative,Medium,45% Hindi / 55% English
CMP005673,"please  look into, support, delivery aur app sab ek sath problm kar rahe h tab bhi delivery boy ne call bhi nahi kiya 💔 waiting for reply",Other,Negative,Low,50% Hindi / 50% English
CMP005674,tracking page open hi nahi hota 3499 rupaye ka order tha thanks but no thanks,Tracking Issue,Negative,High,60% Hindi / 40% English
CMP005675,"dear team, amount 1999 cut hua but transaction history me mismatch hai and order summary aur actual item me mismatch hai order no 656578 please expedite!!",Payment Issue,Negative,Critical,60% Hindi / 40% English
CMP005676,"please  look into, OTP mangne se pehle hi status update kar diya isko seriously lo",Courier Experience,Negative,Medium,70% Hindi / 30% English
CMP005677,"bhai,  mujhe Jaipur se order kiya tha pages load hone me baut time lagta hai but delivery boy ne call bhi nahi kiya 1299 rupaye ka order tha 😒 isko seriously lo!!",App Performance,Negative,Medium,25% Hindi / 75% English
CMP005678,"bhai, difference amount pay kiya fir bhi exchange process stuck h fir bhi maine 2 baar complaint raise kiya but same canned reply mil rha h 999 rupaye ka order tha waiting for reply",Exchange,Negative,Medium,55% Hindi / 45% English
CMP005679,"madam, wishlist suggestions irrelevant aa rahi hain 3499 rupaye ka order tha thanks but no thanks",Wishlist,Neutral,Low,50% Hindi / 50% English
CMP005680,"kindly  check, app frequently lag kar rahi hai tracking id TRK1262314 💔 waiting for reply",App Performance,Negative,Medium,30% Hindi / 70% English
CMP005681,"madam,  mujhe Delhi se order kiya tha coupon lagate hi page freeze ho jata h tracking id TRK4245556 😑 thanks but no thanks?",App Bug,Negative,Critical,25% Hindi / 75% English
CMP005682,"sir,  subscription plan change nahi ho pa raha lekin parcel ka status 48 ghante se same hai 1299 rupye ka order tha tracking id TRK8618337 need immediate help!!",Subscription,Negative,Critical,45% Hindi / 55% English
CMP005683,"kindly check, pickup code generate hi nahi hua aur chat support me sirf bot hi bot hai, koi live agent nahi waiting for reply",Return Pickup,Negative,High,60% Hindi / 40% English
CMP005684,"please  look int, otp aa hi nahi raha jaldi fix kro",Account/Login,Negative,Medium,40% Hindi / 60% English
CMP005685,"dear team, item out of stock dikh raha hai but ads me available fir bhi chat support me sirf bot hi bot hai, koi live agent nahi tracking id TRK6751451 please expedite?",Stock Issue,Negative,Low,40% Hindi / 60% English
CMP005686,"madam, app very slow hai especially checkout pe aur maine 2 baar complaint raise kiya but same canned reply mil rha h 💔 waiting for reply",App Performance,Negative,Medium,30% Hindi / 70% English
CMP005687,"fake seller jaisa experience mila tab bhi details me bola tha original quality, par aisa laga local copy h ab kya karu",Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP005688,"kindly check, invoice me 2 items the but parcel me 1 hi mila lekin order summary aur actual item me mismatch hai tracking id TRK4957474 very disappointing",Missing Item,Negative,Critical,65% Hindi / 35% English
CMP005689,"kindly check, item out of stock dikh raha hai but ads me available still order summary aur actual item me mismatch hai order no 590033 😡 jaldi fix kro",Stock Issue,Negative,Low,40% Hindi / 60% English
CMP005690,"hello, coupon lagate hi page freeze ho jata h waiting for reply",App Bug,Negative,High,35% Hindi / 65% English
CMP005691,tracking TRK39881273 4 din se update nahi hua lekin parcel ka status 48 ghante se same hai ab kya karu...,Tracking Issue,Negative,Medium,60% Hindi / 40% English
CMP005692,"madam, mujhe Ahmedabad se order kiya tha cashback promise hua tha but credit nahi hua lekin parcel ka status 48 ghante se same hai tracking id TRK6980663 hope you understaur?",Cashback,Negative,Low,45% Hindi / 55% English
CMP005693,"yrr,  tracking page open hi nahi hota but order summary aur actual item me mismatch hai 499 rupaye ka order tha please expedite?",Tracking Issue,Negative,High,50% Hindi / 50% English
CMP005694,"urgent, support sirf wait bol rha h aur issue solve nahi aur mera time aur paisa dono waste hua tracking id TRK7370009 thanks but no thanks",Refund,Negative,High,55% Hindi / 45% English
CMP005695,"bhai, wishlist me add to ho gaya but sync nahi hua but details me bola tha original quality, par aisa laga local copy h hope you understand",Wishlist,Neutral,Low,35% Hindi / 65% English
CMP005696,"mujhe Bhopal se order kiya tha support, delivery aur app sab ek sath problem kar rahe h jaldi fix kro",Other,Negative,Medium,60% Hindi / 40% English
CMP005697,"plz help, product page pe 999 tha but pay time 1199 hua tracking id TRK7284331 😤 need immediate help",Price Mismatch,Negative,High,55% Hindi / 45% English
CMP005698,"please look into, mujhe Jaipur se order kiya tha app pe price alag tha aur checkout pe mehnga ho gaya fir bhi details me bola tha original quality, par aisa laga local copy h order no 131182 ⚠️ very disappointing!!",Price Mismatch,Negative,Medium,55% Hindi / 45% English
CMP005699,"sir, mujhe Pune se order kiya tha support, delivery aur app sab ek sath problem kar rahe h aur maine 2 baar complaint raise kiya but same canned reply mil rha h 🥲 plz expedite!!",Other,Negative,High,50% Hindi / 50% English
CMP005700,"yrr, mujhe Patna se order kiya tha notify me click kiya tha but kabhi update nahi aaya still chat support me sirf bot hi bot hai, koi live agent nahi please expedite??",Stock Issue,Negative,Low,40% Hindi / 60% English
CMP005701,"plz  look into, image preview freeze ho jati hai aur maine 2 baar complaint raise kiya but same canned reply mil rha h very disappointing!",App Performance,Negative,Medium,25% Hindi / 75% English
CMP005702,pickup  code generate hi nahi hua tab bhi mera time aur paisa dono waste hua 1999 rupaye ka order tha ab kya karu,Return Pickup,Negative,High,55% Hindi / 45% English
CMP005703,"please look into, password reset link expired bol rha h ab kya karu??",Account/Login,Negative,Medium,40% Hindi / 60% English
CMP005704,"dear team, mujhe Surat se order kiya tha cashback pending bahut long time se hai need immediate help!!",Cashback,Negative,Medium,45% Hindi / 55% English
CMP005705,"dear team, reward points vanish ho gaye fir bhi details me bola tha original quality, par aisa laga local copy h 😡 very dsappointing",Cashback,Negative,Low,55% Hindi / 45% English
CMP005706,"team, mujhe Mumbai se order kiya tha wishlist suggestions irrelevant aa rahi hain but parcel ka status 48 ghante se same hai ab kya karu",Wishlist,Neutral,Low,35% Hindi / 65% English
CMP005707,"bhai, wishlist item stock me aata hi nahi 😒 plzz resolve this",Stock Issue,Negative,Medium,35% Hindi / 65% English
CMP005708,mujhe  Raipur se order kiya tha support sirf wait bol rha h aur issue solve nahi waiting for reply,Refund,Negative,High,55% Hindi / 45% English
CMP005709,"yrr,  mujhe Indore se order kiya tha otp aa hi nahi raha but mera time aur paisa dono waste hua 1499 rupaye ka order tha thanks but no thanks",Account/Login,Negative,High,40% Hindi / 60% English
CMP005710,"urgent,  return approve hua fir bhi paisa stuck h aur kisi ne update dene ki bhi zarurat nahi samjhi please expedite",Refund,Negative,Critical,65% Hindi / 35% English
CMP005711,"hello,  mjhe Mumbai se order kiya tha promo code invalid bol rha h though code sahi tha jaldi fix kro",Coupon Issue,Negative,Low,55% Hindi / 45% English
CMP005712,"urgent,  box open tha aur aurar item tootahua/ टूटa hua mila fir bhi details me bola tha original quality, par aisa laga local copy h 999 rupaye ka order tha 😒 ab kya karu??",Damaged Product,Negative,High,50% Hindi / 50% English
CMP005713,"hello, courier wale baar baar reschedule kar rahe h but details me bola tha original quality, par aisa laga local copy h 1999 rupaye ka oder tha order no 367221 plzz resolve this?",Delivery Delay,Negative,High,75% Hindi / 25% English
CMP005714,MRP aur billed amount me difference hai 😑 need immediate help?,Price Mismatch,Negative,High,55% Hindi / 45% English
CMP005715,delivery partner ka status confuse kar rha h lekin delivery boy ne call bhi nahi kiya isko seriously lo,Tracking Issue,Negative,High,60% Hindi / 40% English
CMP005716,"please  look into, return approve karne me itna time kyu lag rha h still chat support me sirf bot hi bot hai, koi live agent nahi need immediate help",Return,Negative,High,65% Hindi / 35% English
CMP005717,"yrr,  OTP mangne se pehle hi status update kar diya aur details me bola tha original quality, par aisa laga local copy h order no 624108 plzz resolve this!",Courier Experience,Negative,Medium,60% Hindi / 40% English
CMP005718,otp  aa hi nahi raha aur maine 2 baar complaint raise kiya but same canneed replly mil rha h 3499 rupaye ka order tha ab kya karu,Account/Login,Negative,Medium,30% Hindi / 70% English
CMP005719,"sir, return request T10705 3 din se pending padi hai and app pe jo dikhaya gaya tha wo reality se match nahi karta 🥲 isko seriously lo",Return,Negative,High,55% Hindi / 45% English
CMP005720,"please look into, shipment TRK7666327 abhi tak move hi nahi hua lekin maine 2 baar complaint raise kiya but same canned reply mil rha h plzz resolve this",Delivery Delay,Negative,High,60% Hindi / 40% English
CMP005721,"plz help, size selected hamesha sold out bol deta h order no 762295 ⚠️ hope you understand",Stock Issue,Negative,Low,40% Hindi / 60% English
CMP005722,"urgent,  password reset link expired bol rha h need immediate help!",Account/Login,Negative,High,40% Hindi / 60% English
CMP005723,"team,  parcels haurle bhut rough tarike se hote h tab bhi app pe jo dikhaya gaya tha wo reality se match nahi karta order no 691355 plz expedite",Courier Experience,Negative,High,70% Hindi / 30% English
CMP005724,"yrr,  product page pe 999 tha but pay time 1199 hua still details me bola tha original quality, par aisa laga local copy h 3499 rupaye ka order tha 😡 jaldi fix kro?",Price Mismatch,Negative,Medium,55% Hindi / 45% English
CMP005725,"team,  image preview freeze ho jati hai fir bhi chat support me sirf bot hi bot hai, koi live agent nahi tracking id TRK2115604 order no 289391 very disappointing",App Performance,Negative,Medium,30% Hindi / 70% English
CMP005726,"sir, box open tha aur andar item tootahua/ टूटa hua mila but parcel ka status 48 ghante se same hai order no 786333 hope you understand",Damaged Product,Negative,High,60% Hindi / 40% English
CMP005727,"team, mujhe Jaipur se order kiya tha email pe 3 baar likha, reply bas auto-generated aaya fir bhi maine 2 baar complaint raise kiya but same canned reply mil rha h order no 720986 waiting for reply...",Customer Support,Negative,High,50% Hindi / 50% English
CMP005728,"plz  help, coupon lagate hi page freeze ho jata h tracking id TRK5106401 order no 695029 hope you understaur",App Bug,Negative,High,35% Hindi / 65% English
CMP005729,"kindly  check, app frequently lag kar rahi hai fir bhi details me bola tha original quality, par aisa laga local copy h order no 226317 ☹️ waiting for reply?",App Performance,Negative,Medium,30% Hindi / 70% English
CMP005730,"yrr, cashback offer terms clear nahi the lekin chat support me sirf bot hi bot hai, koi live agent nahi 799 rupaye ka order tha tracking id TRK6066577 order no 241031 🥲 plz expedite?",Coupon Issue,Negative,High,55% Hindi / 45% English
CMP005731,"hello, refund 1299 ka promise kiya tha but abhi tak nahi aaya still mera time aur paisa dono waste hua ☹️ very disappointing",Refund,Negative,High,65% Hindi / 35% English
CMP005732,"madam, payment deduct ho gaya but order place hi nahi hua tab bhi delivery boy ne call bhi nahi kiya 😒 waiting for reply",Payment Issue,Negative,Critical,60% Hindi / 40% English
CMP005733,"bhai,  app to chal rhi h but service quality weak hai tab bhi mera time aur paisa dono waste hua tracking id TRK7335396 order no 999256 isko seriously lo",Other,Negative,High,50% Hindi / 50% English
CMP005734,"please  look into, offer page pe cashback dikhaya aur baad me gayab but maine 2 baar complaint raise kiya but same canned reply mil rha h 299 rupaye ka order tha 🥲 jaldi fix kro",Cashback,Negative,Medium,55% Hindi / 45% English
CMP005735,"bhai, order 782484 10 din se pending h lekin details me bola tha original quality, par aisa laga local copy h order no 782484 hope you understaur...",Delivery Delay,Negative,Critical,60% Hindi / 40% English
CMP005736,exchange  request me size change nahi ho raha tracking id TRK5604442 😒 waiting for reply!,Exchange,Negative,High,60% Hindi / 40% English
CMP005737,"hello, app 2.8.7 pe baar baar crash ho rha h aur mera time aur paisa dono waste hua isko seriously lo...",App Bug,Negative,High,25% Hindi / 75% English
CMP005738,"madam, coupon lagate hi page freeze ho jata h but mera time aur paisa dono waste hua hope you understaur!!",App Bug,Negative,Medium,35% Hindi / 65% English
CMP005739,"bhai,  app to chal rhi h but service quality weak hai 🥲 please expedite",Other,Negative,Low,50% Hindi / 50% English
CMP005740,"bhai, mujhe Ahmedabad se order kiya tha fake assurance di ki original product hai 🤦 jaldi fix kro",Seller Complaint,Negative,High,50% Hindi / 50% English
CMP005741,"team,  checkout pe error aaya, twice attempt kiya aur dono baar problem hua still maine 2 baar complaint raise kiya but same canned reply mil rha h 🙄 very disappointing",Payment Issue,Negative,High,50% Hindi / 50% English
CMP005742,"replacement  item bhi same issue ke saath aaya tab bhi details me bola tha original quality, par aisa laga local copy h ab kya karu",Exchange,Negative,Medium,60% Hindi / 40% English
CMP005743,"please look ino, return pickup 2 baar reschedule hui but chat support me sirf bot hi bot hai, koi live agent nahi ordder no 600236 ab kya karu",Return Pickup,Negative,Critical,55% Hindi / 45% English
CMP005744,"madam, chat bot same reply copy-paste kar rha h and delivery boy ne call bhi nahi kiya ab kya karu...",Customer Support,Negative,Critical,50% Hindi / 50% English
CMP005745,"kindly check, mujhe Delhi se order kiya tha login ke time server error aa raha hai aur chat support me sirf bot hi bot hai, koi live agent nahi isko seriously lo??",Account/Login,Negative,Medium,30% Hindi / 70% English
CMP005746,"plz help, saved item open karte hi disappear ho jata h 😭 ab kya karu...",Wishlist,Neutral,Low,35% Hindi / 65% English
CMP005747,"team, coupon apply kiya tha but checkout pe vanish ho gaya lekin kisi ne update dene ki bhi zarurat nahi samjhi 🙄 plz expedite",Coupon Issue,Negative,Medium,55% Hindi / 45% English
CMP005748,"kndly  check, estimated date baar baar badal raha hai oder no 694816 ab kya karu",Tracking Issue,Negative,High,60% Hindi / 40% English
CMP005749,mujhe Surat se order kiya tha order process me multiple small issues aa rahe hain very disappointing!!,Other,Negative,Low,50% Hindi / 50% English
CMP005750,"madam, password reset link expired bol rha h fir bhi maine 2 baar complaint raise kiya but same canned reply mil rha h 199 rupaye ka order tha please expedite",Account/Login,Negative,High,40% Hindi / 60% English
CMP005751,tracking page open hi nahi hota tab bhi mera time aur paisa dono waste hua 599 rupaye ka order tha 🤦 thanks but no thanks??,Tracking Issue,Negative,Medium,60% Hindi / 40% English
CMP005752,login ke time server error aa raha hai but parcel ka status 48 ghante se same hai 1499 rupaye ka order tha plzz resolve this,Account/Login,Negative,High,40% Hindi / 60% English
CMP005753,"kindly check, package me smell aa rahi thi aur sab messy tha 2499 rupaye ka order tha 🙄 plzz resolve this!!",Packaging,Negative,Medium,65% Hindi / 35% English
CMP005754,"plz look into, mujhe Ahmedabad se order kiya tha order processs me multiple small issues aa rahe hain 299 rupaye ka order tha need immediate help?",Other,Negative,Medium,50% Hindi / 50% English
CMP005755,"team,  discount ke baad bhi amount expected se zyada aaya aur delivery boy ne call bhi nahi kiya waiting for rply",Price Mismatch,Negative,High,45% Hindi / 55% English
CMP005756,"team,  accessories missing the, charger aur cable dono nahi mile 🤦 need immediate help",Missing Item,Negative,High,65% Hindi / 35% English
CMP005757,"plz look into, wishlist me add to ho gaya but sync nahi hua waiting for reply!",Wishlist,Neutral,Low,50% Hindi / 50% English
CMP005758,mujhe  Ranchi se oder kiya tha wallet me refund show ho rha but bank me kuch nahi aur order summary aur actual item me mismatch hai 1999 rupaye ka order tha tracking id TRK9316933 🤦 jaldi fix kro,Refund,Negative,High,55% Hindi / 45% English
CMP005759,password reset link expired bol rha h aur order summary aur actual item me mismatch hai plzz resolve this!!,Account/Login,Negative,Medium,30% Hindi / 70% English
CMP005760,"bhai, mujhe Ranchi se order kiya tha support sirf wait bol rha h aur issue solve nahi aur chat support me sirf bot hi bot hai, koi live agent nahi 199 rupaye ka order tha order no 427230 😒 waiting for reply",Refund,Negative,High,55% Hindi / 45% English
CMP005761,"sir, item out of stock dikh raha hai but ads me available plzz resolve this",Stock Issue,Negative,Low,35% Hindi / 65% English
CMP005762,difference amount pay kiya fir bhi exchange process stuck h tab bhi app pe jo dikhaya gaya tha wo reality se match nahi karta order no 730438 🙄 waiting for reply,Exchange,Negative,High,55% Hindi / 45% English
CMP005763,fake seller jaisa experience mila ⚠️ need immediate help,Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP005764,"please look into, mujhe Pune se order kiya tha order process me multiple small issues aa rahe hain fir bhi order summary aur actual item me mismatch hai 399 rupaye ka order tha tracking id TRK9781096 order no 773153 thanks but no thanks",Other,Negative,Low,50% Hindi / 50% English
CMP005765,"plz help, pickup boy aaya hi nahi aur request cancel ho gayi 1499 rupaye ka order tha tracking id TRK2580453 😤 very disappointing",Return,Negative,Critical,55% Hindi / 45% English
CMP005766,wishlist  me add to ho gaya but sync nahi hua but mera time aur paisa dono waste hua traking id TRK4633507 😭 need immeiate help,Wishlist,Neutral,Low,35% Hindi / 65% English
CMP005767,"plz help, address correct tha fir bhi pickup miss ho gaya lekin order summary aur actual item me mismatch hai 799 rupaye ka order tha thanks but no thanks!!",Return Pickup,Negative,High,60% Hindi / 40% English
CMP005768,"plz look into, mujhe Ahmedabad se order kiya tha offer page pe cashback dikhaya aur baad me gayab order no 506086 😑 thanks but no thanks",Cashback,Negative,Medium,45% Hindi / 55% English
CMP005769,"dear team, OTP mangne se pehle hi status update kar diya but delivery boy ne call bhi nahi kiya tracking id TRK8697091 ⚠️ jaldi fix kro??",Courier Experience,Negative,High,70% Hindi / 30% English
CMP005770,"urgent, lag raha h koi scam type issue hai kyunki payment bhi gaya aur order bhi nahi 799 rupaye ka order tha order no 345035 😒 thanks but no thanks",Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP005771,"urgent, mujhe Mumbai se order kiya tha ticket T7091 raise kiya but koi human agent connect nahi hua lekin details me bola tha original quality, par aisa laga local copy h plzz resolve this...",Customer Support,Negative,Critical,50% Hindi / 50% English
CMP005772,photo me jo tha usse bilkul different item aaya please expedite!!,Wrong Product,Negative,High,45% Hindi / 55% English
CMP005773,"team,  mujhe Noida se order kiya tha tracking page open hi nahi hota 1299 rupaye ka order tha 😤 isko seriously lo!!",Tracking Issue,Negative,Medium,50% Hindi / 50% English
CMP005774,"plz look into, polythene torn thi aur tape bhi half-stick tha 299 rupaye ka order tha order no 935997 isko seriously lo",Packaging,Negative,Low,55% Hindi / 45% English
CMP005775,"dear team, old item bheja aur naya wala delay kar diya 399 rupaye ka order tha 😡 isko seriously lo!!",Exchange,Negative,High,55% Hindi / 45% English
CMP005776,"madam, same tracking number pe multiple parcels dikh rahe hain aur order summary aur actual item me mismatch hai 399 rupaye ka order tha tracking id TRK1174500 ab kya karu",Fraud/Scam,Negative,Critical,50% Hindi / 50% English
CMP005777,"plz hlp, discount ke baad bhi amount expected se zyada aaya isko seriously lo??",Price Mismatch,Negative,High,45% Hindi / 55% English
CMP005778,"bhai,  wallet offer claim nahi ho raha but maine 2 baar complaint raise kiya but same canned reply mil rha h very disappointing!!",Cashback,Negative,Low,55% Hindi / 45% English
CMP005779,"sir, mujhe Ranchi se order kiya tha delivery partner ka status confuse kar rha h tab bhi parcel ka status 48 ghante se same hai 🤦 please expedite",Tracking Issue,Negative,Medium,60% Hindi / 40% English
CMP005780,"mujhe Mumbai se order kiya tha return approve hua fir bhi paisa stuck h tab bhi details me bola tha original quality, par aisa laga local copy h order no 723461 thanks but no thanks",Refund,Negative,High,55% Hindi / 45% English
CMP005781,"sir, dispatch bahut late kiya aur update bhi nahi diya but maine 2 baar complaint raise kiya but same canned reply mil rha h 🤦 isko seriously lo",Seller Complaint,Negative,Critical,60% Hindi / 40% English
CMP005782,"team, wishlist item stock me aata hi nahi waiting for reply?",Stock Issue,Negative,Low,35% Hindi / 65% English
CMP005783,"madam, mujhe Ranchi se order kiya tha coupon lagate hi page freeze ho jata h still app pe jo dikhaya gaya tha wo reality se match nahi karta thanks but no thanks",App Bug,Negative,Critical,25% Hindi / 75% English
CMP005784,polythene torn thi aur tape bhi half-stick tha lekin delivery boy ne call bhi nahi kiya 999 rupaye ka order tha order no 752510 plz expedite,Packaging,Negative,Medium,65% Hindi / 35% English
CMP005785,"urgent,  mujhe Lucknow se order kiya tha shipment TRK5534284 abhi tak move hi nahi hua aur details me bola tha original quality, par aisa laga local copy h 😭 please expedite!!",Delivery Delay,Negative,High,75% Hindi / 25% English
CMP005786,"urgent, mujhe Raipur se order kiya tha wishlist item stock me aata hi nahi but mera time aur paisa dono waste hua plz expedite",Stock Issue,Negative,Low,35% Hindi / 65% English
CMP005787,"urgent, mujhe Noida se order kiya tha OTP mangne se pehle hi status update kar diya tab bhi kisi ne update dene ki bhi zarurat nahi samjhi ☹️ ab kya karu",Courier Experience,Negative,High,60% Hindi / 40% English
CMP005788,"yrr,  colour aur variiant totally alag nikla tab bhi delivery boy ne call bhi nahi kiya 3499 rupaye ka order tha order no 538221 😭 plz expedite?",Wrong Product,Negative,High,45% Hindi / 55% English
CMP005789,"bhi, wallet me refund show ho rha but bank me kuch nahi 199 rupaye ka order tha order no 296737 ab kya karu!!",Refund,Negative,High,65% Hindi / 35% English
CMP005790,"madam, app to chal rhi h but service quality weak hai aur order summary aur actual item me mismatch hai tracking id TRK6100238 order no 154049 hope you understaur",Other,Negative,High,60% Hindi / 40% English
CMP005791,"madam,  mujhe Surat se order kiya tha app pe price alag tha aur checkout pe mehnga ho gaya aur maine 2 baar complaint raise kiya but same canned reply mil rha h 1299 rupaye ka order tha waiting for reply",Price Mismatch,Negative,Medium,45% Hindi / 55% English
CMP005792,"team, offer page pe cashback dikhaya aur baad me gayab tracking id TRK9266391 very disappointing",Cashback,Negative,Medium,55% Hindi / 45% English
CMP005793,"team, product page pe 999 tha but pay time 1199 hua tab bhi app pe jo dikhaya gaya tha wo reality se match nahi karta 999 rupaye ka order tha oder no 664249 need immediate help?",Price Mismatch,Negative,Medium,45% Hindi / 55% English
CMP005794,sort by price work nahi kar raha tab bhi delivery boy ne call bhi nahi kiya 😡 need immediate help!,Search/Filter,Negative,Medium,40% Hindi / 60% English
CMP005795,"kindly check, box open tha aur andar item tootahua/ टूटa hua mila but chat support me sirf bot hi bot hai, koi live agent nahi ⚠️ plzz resolve this?",Damaged Product,Negative,High,50% Hindi / 50% English
CMP005796,mujhe Ahmedabad se order kiya tha message karne pe seller reply hi nahi karta fir bhi delivery boy ne call bhi nahi kiya plzz resolve this,Seller Complaint,Negative,Critical,50% Hindi / 50% English
CMP005797,"madam, delivery partner ka status confuse kar rha h oder no 980390 very disappointing...",Tracking Issue,Negative,High,60% Hindi / 40% English
CMP005798,"hello, mujhe Noida se order kiya tha filter apply karne ke baad bhi same products dikhte hain aur chat support me sirf bot hi bot hai, koi live agent nahi order no 388838 very disappointing??",Search/Filter,Negative,Medium,35% Hindi / 65% English
CMP005799,"plz  help, mujhe Ranchi se order kiya tha lag raha h koi scam type issue hai kyunki payment bhi gaya aur order bhi nahi 1999 rupaye ka order tha order no 728276 😑 waiting for reply",Fraud/Scam,Negative,Critical,60% Hindi / 40% English
CMP005800,otp aa hi nahi raha still app pe jo dikhaya gaya tha wo reality se match nahi karta 499 rupaye ka order tha order no 890892 plz expedite,Account/Login,Negative,High,40% Hindi / 60% English
CMP005801,"plz help, OTP mangne se pehle hi status update kar diya 999 rupaye ka order tha tracking id TRK8319429 😡 please expedite!",Courier Experience,Negative,High,60% Hindi / 40% English
CMP005802,"bhai, pickup code generate hi nahi hua aur order summary aur actual item me mismatch hai 💔 plz expedite!!",Return Pickup,Negative,Critical,60% Hindi / 40% English
CMP005803,"kindly check, order me toy missing tha still parcel ka status 48 ghante se same hai tracking id TRK4769997 plz expedite",Missing Item,Negative,Critical,55% Hindi / 45% English
CMP005804,"yrr, mujhe Surat se order kiya tha login ke time server error aa raha hai order no 760358 need immediate help",Account/Login,Negative,Medium,30% Hindi / 70% English
CMP005805,"urgent,  wishlist me add to ho gaya but sync nahi hua and mera time aur paisa dono waste hua 🥲 thanks but no thanks?",Wishlist,Neutral,Medium,50% Hindi / 50% English
CMP005806,order process me multiple small issues aa rahe hain tab bhi maine 2 baar complaint raise kiya but same canned reply mil rha h 199 rupaye ka order tha ab kya karu,Other,Negative,High,60% Hindi / 40% English
