text,category,urgency,is_synthetic
Billing address edit kar sakta hu order k baad?,Payment_Invoice,Low,False
refound not responding hai but paisa abhi tak nahi aaya,Returns_Refunds,Medium,True
"oder ek mahina pe place kiya, expected date kab hai?",Order_Status,Medium,True
Payment 3000 kiya but 9000 kat gaya! abhi karo!,Payment_Invoice,High,True
"App stopped hai, data load nahi ho raha",Account_Technical,Medium,True
"oder me missing item hai, check karo",Order_Status,Medium,True
Return reject kar diya! Consumer court me jaunga! asap!,Returns_Refunds,High,True
Order dispatch hone ke baad address change ho sakta hai kya?,Order_Status,Low,True
Payment ke liye kya kyaa steps hai?,Payment_Invoice,Low,True
Mera order scratch aaya hai ho ke aaya hai! plss jaldi!,Wrong_Damaged_Product,High,True
"Order stopped hai, kiya problem hai?",Order_Status,Medium,True
Delivery boy ko instruction kaise de?,Delivery_Issue,Low,True
EMI select kii thi but full amount card se deduct ho gaya.,Payment_Invoice,Medium,False
"oder halted hai, kiya problem hai?",Order_Status,Medium,True
Order delivered but product cracked hai hai! right now!,Wrong_Damaged_Product,High,True
"Delivery ke baad product missing hai, empty box aaya",Delivery_Issue,Medium,True
"Retrn pickup ho gaya aur system deny kar raha hai. This is fraud, escalate NOW.",Returns_Refunds,High,False
Payment blocked but confirmation nahi mila,Payment_Invoice,Medium,True
Maine fone cover ordr kiya tha aur parcel me cable nikli.,Wrong_Damaged_Product,Medium,False
Order place karne ke baad payment change kar sakte hai kya?,Order_Status,Low,True
Refund 15 din se nahi mila! immediately!,Returns_Refunds,High,True
Return item ko kahan bheju?,Returns_Refunds,Low,True
"oder damage ho gaya prodct aaya hai, exchange kro",Wrong_Damaged_Product,Medium,True
"Order status update nahi ho raha, please check karo",Order_Status,Medium,True
Login credentials kya hai?,Account_Technical,Low,True
Sunday ko delivry hoti hai ya nahi?,Delivery_Issue,Low,False
Invoice galat hai! emergency hai! Correct karo!,Payment_Invoice,High,True
Refund status check kaise karu? Koi option nahi! emergency hai!,Returns_Refunds,High,True
Refnd orginal payment method me aayega na?,Returns_Refunds,Low,False
"Refund amount ₹8000 hona chahiye, check karo",Returns_Refunds,Medium,True
Product exchange ke liye kya chahiye?,Wrong_Damaged_Product,Low,True
Order place karne ke baad phone number change ho sakta hai kya?,Order_Status,Low,True
"paymnt gateway pay amount stuck hai, release kro",Payment_Invoice,Medium,True
"I NEED d PACKAGE TODAY. Generic reply mat dena, actual scan details do.",Order_Status,High,False
"Refund amount me delivery fee deduct hui hai, reason explain kro.",Returns_Refunds,Medium,False
payement successful but merchant ko nahi pahuncha! asap!,Payment_Invoice,High,True
retrn reject kar diya bina reason ke,Returns_Refunds,Medium,True
Refund stopped hai but paisa abhi tak nahi aaya,Returns_Refunds,Medium,True
"₹9,999 debit hua aur suport proof ignore kar raha. Consumer complaint raise karunga.",Payment_Invoice,High,False
Product duplicate hai! Fake hai! bahut urgent hai!,Wrong_Damaged_Product,High,True
Order prduct bent ho gaya hai! turant resolve karo! Action lo!,Wrong_Damaged_Product,High,True
Refund wallet me lene ka option h kya?,Returns_Refunds,Low,False
Order placed but wrong phone number add ho gaya,Order_Status,Medium,True
App update ke baad sab not working ho gaya! right now!,Account_Technical,High,True
Delivery boy ne OTP maanga without delivery! SCAM hai! fatafat!,Delivery_Issue,High,True
Pickup person OTP lekar gaya but receipt nahi di..,Returns_Refunds,Medium,False
Delivery ke liye kya kyaa kar sakta hu?,Delivery_Issue,Low,True
Refund amount ₹500 tha but sirf ₹7500 credit hua,Returns_Refunds,Medium,True
"Order stopped hai, 7 din se pareshan hu! TURANT KARO!",Order_Status,High,True
Order dispatch hone ke baad address change ho sakta hai kya?,Order_Status,Low,True
"Order blocked hai, main bahot gussa hu! immediately!",Order_Status,High,True
"Refund amount galat aaya hai, ₹1000 instead of ₹1800",Returns_Refunds,Medium,True
"App halted ho gaya he after update, fix karo",Account_Technical,Medium,True
Order place karne ke baad phone number change ho sakta he kya?,Order_Status,Low,True
Return item ko kahan bheju?,Returns_Refunds,Low,True
Account failed hai! Koi explanation nahi diya! emergency hai!,Account_Technical,High,True
Delivery 28 din se delay hai! bahot URGENT!,Delivery_Issue,High,True
"Order tracking stuck hai, IMMEDIATELY fix kro warna consumer forum me complaint karunga!",Order_Status,High,True
Refund completed bol rahe ho but paisa nai aaya! FRAUD hai!,Returns_Refunds,High,True
"Account failed ho gaya hai, please help",Account_Technical,Medium,True
"Box me user manual nai tha, kya digital copy milegi??",Wrong_Damaged_Product,Low,False
Reset password link open karte hi expired aaraha.,Account_Technical,Medium,False
Payment fail ho gaya but paisa kat gaya! bahut urgent hai!,Payment_Invoice,High,True
"Bottle ka cap loose tha, thoda leakage hua h.",Wrong_Damaged_Product,Low,False
"Delivery instructions follow nai kiye, gate pay chhod ke chala gaya",Delivery_Issue,Medium,True
Invoice amount aur bank debit amount match nahi kar rahe..,Payment_Invoice,Medium,False
delivry ke baad product return ho sakta hai kya?,Delivery_Issue,Low,True
canceled order ka refund ten days se pending hai.,Returns_Refunds,Medium,False
Return item ka packaging kaise karu?,Returns_Refunds,Low,True
Account disabled hai! New device pe login nahi ho raha! URGENT!,Account_Technical,High,True
Profile kaise upadte karu?,Account_Technical,Low,True
Profile kaise update karu?,Account_Technical,Low,True
Order place kiya tha but abhi tak not updating,Order_Status,Medium,True
Payment ₹500 kat gaya but oder nahi hua! FRAUD hai!,Payment_Invoice,High,True
"Aaj chargeback file karunga if ₹21,000 is not reversed immediatly.",Payment_Invoice,High,False
Delivery ke baad product return ho sakta hai kya?,Delivery_Issue,Low,True
Mje kisi aur customer ka item aur invoice mila.,Wrong_Damaged_Product,Medium,False
"Invoice me customer name galat hai, fix kro",Payment_Invoice,Medium,True
Return policy kya hai?,Returns_Refunds,Low,True
Payment not responding ho gaya but order still pending he,Payment_Invoice,Medium,True
"Order me wrong prodct aaya hai, please chek karo",Wrong_Damaged_Product,Medium,True
Delivery 7 din se pending hai! Koi action nahi le raha!,Delivery_Issue,High,True
Account delete karna he but option nahi mil raha! right now!,Account_Technical,High,True
Ordr status aur delivery estimate dono mismatch dikha rahe hain.,Order_Status,Medium,False
Wrong item ka status kaise chck karu?,Wrong_Damaged_Product,Low,True
Account stuck hai but maine kuch nahi kiya! bahut der ho gayi!,Account_Technical,High,True
"Mera order msising items hai, refound kaise lunga?",Wrong_Damaged_Product,Low,True
Payment 500 kiya but 1400 kat gaya! right now!,Payment_Invoice,High,True
Account kaise banau?,Account_Technical,Low,True
App crash kii wajah se payment twice submit hua!!! Technical team escalate karo.,Account_Technical,High,False
Return reject kar diya bina inspection k. Reopen it RIGHT NOW.,Returns_Refunds,High,False
Invoice download nahi ho raha! asap!,Payment_Invoice,High,True
Return item ka label kaise print karu?,Returns_Refunds,Low,True
"Order tracking not working properly, blank page aa raha hai",Order_Status,Medium,True
refound ₹1500 ka hona chahiye but sirf ₹1400 aaya,Returns_Refunds,Medium,True
Payment fail ho gaya but paisa kat gaya! bahut der ho gayi!,Payment_Invoice,High,True
Delivery boy ne package fek ke diya! right now!,Delivery_Issue,High,True
Payment kaafi din pe ki thi but abhi tak oder confirm nahi hua,Payment_Invoice,Medium,True
Payment ₹10000 kat gaya but ordr nahin hua! FRAUD hai!,Payment_Invoice,High,True
Wrng book edition deliver hui hai.,Wrong_Damaged_Product,Low,False
"App pe error aa raha hai, stopped hai page",Account_Technical,Medium,True
Invoice me GST kaise dekhu?,Payment_Invoice,Low,True
delivr date 2 din thi but abbi tak nahi aayi! ESCALATE KARO!,Delivery_Issue,High,True
"Order delivered wrrong item, exchange karo please",Wrong_Damaged_Product,Medium,True
Delivery 15 din se delay hai! urgnt resolve karo!,Delivery_Issue,High,True
"Mujhe blue kii jagah black color mila, exchange kaise hoga?",Wrong_Damaged_Product,Low,False
"Sealed box me product missing tha, sirf charger mila. ₹30,000 ka fraud h!",Wrong_Damaged_Product,High,False
"Invoice me service charge extra lagaya hai, remove karo",Payment_Invoice,Medium,True
Login nahi ho raha! right now! 17 baar try kiya!,Account_Technical,High,True
"This is urgenttt, medicine ordr ka status immediatly confirm karo!",Order_Status,High,False
"Payment gateway timeout hua, order cart me hi h but paise kat gaye.",Payment_Invoice,Medium,False
"Payment gateway ne amount freeze kar diya, medical purchase urgent h!",Payment_Invoice,High,False
"App pe error aa raha hai, stopped hai page",Account_Technical,Medium,True
"Tracking link open kiya but update nahi dikh raha, check karoge??",Order_Status,Low,False
Delivery ke baad package toot gaya nikla,Delivery_Issue,Medium,True
payement ke baad ordr status update hota hai kya?,Payment_Invoice,Low,True
"prodct cracked hai hai, battery cracked hai ho gayi hai",Wrong_Damaged_Product,Medium,True
Pkg road pe fek ke gaya aur damaged ho gaya. ACTION LO ABI.,Delivery_Issue,High,False
"Mera ordr incomplete hai, kya karu?",Wrong_Damaged_Product,Low,True
Return request kaise karu?,Returns_Refunds,Low,True
Mera order ka item crushed hai! turant resolve karo!,Wrong_Damaged_Product,High,True
"Return pickup kaafi din se nahi ho raha, schedule karoo",Returns_Refunds,Medium,True
Delivery boy ne package fek ke diya! right now!,Delivery_Issue,High,True
Delivery kaa time slot select kar sakte hain kya?,Delivery_Issue,Low,False
OTP aaraha hai but enter karte hi incorrect bolta hai.,Account_Technical,Medium,False
Package missng hai! immediately! Police complaint karunga!,Delivery_Issue,High,True
Refund kb milega? 3 din se wait kar raha hu,Returns_Refunds,Medium,True
Mera order kaha h? Teen din se bas in transit likha aa raha hai.,Order_Status,Medium,False
Order halted hae but confirmation email nahi aaya,Order_Status,Medium,True
Delivery boy demanded cash on delivery! Already paid tha! FRAUD!,Delivery_Issue,High,True
Login credentials halted dikha raha hai,Account_Technical,Medium,True
"Order 25 items ka hai, sab ek saath aayenge kya?",Order_Status,Low,True
Address me landmark add krna hai delivery se pehle.,Delivery_Issue,Low,False
Account kaise manage karu?,Account_Technical,Low,True
"Refund completed bolke jhooth mat bolo, account me zero credit h!!!",Returns_Refunds,High,False
"Saved card remove karna h, steps bata do.",Account_Technical,Low,False
Tax amount kaa calculation explain kar do.,Payment_Invoice,Low,False
"Delivery 5 din ho rahi hai, pehle pehle se hoti thi",Delivery_Issue,Medium,True
Wrong product aaya hai! jaldi karo! Exchange karo!,Wrong_Damaged_Product,High,True
"Courier ne address incomplete bola, app me full address saved h.",Delivery_Issue,Medium,False
Invoice me extra charges lagaye hai! immediately! Remove karo!,Payment_Invoice,High,True
Payment successful hua ya nahin confirm kar do.,Payment_Invoice,Low,False
Password kaise strong banau?,Account_Technical,Low,True
"Paymnt failed but ₹32,000 kat gaye. Urgently reverse karo!",Payment_Invoice,High,False
App failed ho raha hai! asap! Fix karo!,Account_Technical,High,True
"Aaj hi parcel chaiye, kal se wedding hai. TURANT delivery arrange karo!",Delivery_Issue,High,False
"Invoice download nahi ho raha, failed hai page",Payment_Invoice,Medium,True
Invoice change ho sakta hae kya?,Payment_Invoice,Low,True
"Payment double charge hua hai, refnd kro",Payment_Invoice,Medium,True
Can I merge ma two accounts?,Account_Technical,Low,False
Payment usually kitne din me confirm hota hai?,Payment_Invoice,Low,True
Suport chat send button work nai kar raha.,Account_Technical,Medium,False
"Payment fail ho gaya but paisa kat gaya, please check",Payment_Invoice,Medium,True
"Product scratch aaya hai hai, battery scratch aaya hai ho gayi hae",Wrong_Damaged_Product,Medium,True
"meraa order ka product broken hae hai, refund ya replacement do",Wrong_Damaged_Product,Medium,True
"oder tracking not working properly, blank page aa raha hai",Order_Status,Medium,True
"Account failed ho gaya hai, please help",Account_Technical,Medium,True
"App halted hai, payement nahi ho raha! URGENT!",Account_Technical,High,True
Mujhe office leave lena pada aur rider aaya hi nahi. Compensation chaiye!,Delivery_Issue,High,False
"Furniture ka main panel cracked h, installation possible nahi.",Wrong_Damaged_Product,Medium,False
Return request submit ho gayi kya confirm kar do..,Returns_Refunds,Low,False
Delivery ke liye kya kya documents chahiye?,Delivery_Issue,Low,True
Payment ke liye kya kya steps hai?,Payment_Invoice,Low,True
wrng item ka status kaise check karu?,Wrong_Damaged_Product,Low,True
Invoice 1 hafta se generate nahi ho raha! URGENT!,Payment_Invoice,High,True
delivry boy demanded cash on delivery! Already paid tha! FRAUD!,Delivery_Issue,High,True
Profile kaise update karu?,Account_Technical,Low,True
"Payment gateway pe amount stuck hai, release karo",Payment_Invoice,Medium,True
"Delivry guy OTP lekar parcel le gaya, ye fraud hai!!! Police complaint karunga.",Delivery_Issue,High,False
"Delivery 18 din lag rahe hain, pehle 5 din mein aata tha",Delivery_Issue,Medium,True
refnd ke liye kya kya steps hai?,Wrong_Damaged_Product,Low,True
"₹18,500 kaa item missing parts ke saath bheja. Immediate full refund do.",Wrong_Damaged_Product,High,False
"Order status stopped hai, customer care bhi help nahi kar raha! MANAGER KO BULAO!",Order_Status,High,True
oder confirm hone ke baad delivery date change ho gayi,Order_Status,Medium,True
"Delivery date 4 din se delay hai, koi update do",Delivery_Issue,Medium,True
Agent wrong address pe gaya aur mje blame kar raha hai. Manager call kare abhi.,Delivery_Issue,High,False
Credit card EMI kaa breakup kaha dikhega?,Payment_Invoice,Low,False
UPI transaction complete h but app payment maang raha again. I will not pay twice!,Payment_Invoice,High,False
Payment failed hai but oder not placed hai! asap!,Payment_Invoice,High,True
Delivery address change kar sakte hai kya?,Delivery_Issue,Low,True
"Order delivered wrong item hai, refound kaise lunga?",Wrong_Damaged_Product,Low,True
Product return karne ka option kahan hai?,Wrong_Damaged_Product,Low,True
"Wrong product aaya hai, exchange karoo",Wrong_Damaged_Product,Medium,True
"Refund stats completed hai, bank statement me credit nai dikha.",Returns_Refunds,Medium,False
Estimated delivery date change hui h kya?,Order_Status,Low,False
Expected delivery date kya hai?,Order_Status,Low,True
Delivery usually kitne din leti h?,Delivery_Issue,Low,True
Ye order out fr delivery kab hoga?,Order_Status,Low,False
Invoice me extra charges lagaye hai! critical hai! Remove karo!,Payment_Invoice,High,True
COD order deliver nai hua but convenience fee charge ho gayi.,Payment_Invoice,Medium,False
Kia delivry date ek din postpone ho sakti hai?,Delivery_Issue,Low,False
Dark mode available h kya app me?,Account_Technical,Low,False
Return reject kar diya! Consumer court me jaunga! emergency hai!,Returns_Refunds,High,True
Product exchange ke liye kya chahiye?,Wrong_Damaged_Product,Low,True
Wrong laptop bhej diya aur mera paisa block h. Escalate NOW!,Wrong_Damaged_Product,High,False
"Aaj birthday gift dena tha, order abhi tak unknown location pe h!!!",Order_Status,High,False
Profile photo kaise lagau?,Account_Technical,Low,True
"ordr stuck hai, kya problem hai?",Order_Status,Medium,True
Refund ke liye koi charge hai kya?,Returns_Refunds,Low,True
"App stuck ho gaya he after update, fix karo",Account_Technical,Medium,True
delievery person ne OTP maanga but maine diya nahi,Delivery_Issue,Medium,True
Order status chek karne ka tarika batao,Order_Status,Low,True
Delivery ek mahina sey delay hai! URGENT resolve karo!,Delivery_Issue,High,True
"Account stopped hai, custoemr care bhi help nahi kar raha! ESCALATE KARO!",Account_Technical,High,True
GST invoice download button kaam nai kar raha.,Payment_Invoice,Medium,False
delievery usually kitne din leti h?,Delivery_Issue,Low,True
Account security issue hai! Someone else login kar raha! right now!,Account_Technical,High,True
Delivery wrrong address pe ho gayi! fatafat!,Delivery_Issue,High,True
Payment successful but merchant ko nahi pahuncha! immediately!,Payment_Invoice,High,True
Bas confirm karna tha kii order kab tak aa jayega.,Order_Status,Low,False
Payment ke baad oder status updte hota hai kya?,Payment_Invoice,Low,True
"Invoice me customer name galat hai, fix karo",Payment_Invoice,Medium,True
Delivery boy ko instruction kaise de?,Delivery_Issue,Low,True
Invoice amount galat hai! fatafat! Recalculate karo!,Payment_Invoice,High,True
Delivery boy demanded extra money for delivery,Delivery_Issue,Medium,True
recieved item already registered in someone else's name. This is serious fraud!,Wrong_Damaged_Product,High,False
Delivery person ne OTP maanga but maine diya nahi,Delivery_Issue,Medium,True
Delivery boy demanded cash on delivery! Already paid tha! FRAUD!,Delivery_Issue,High,True
Login credentials kya hai?,Account_Technical,Low,True
payement 5000 ka hua tha but 9000 kat gaya,Payment_Invoice,Medium,True
Paymnt deduct ho gaya but order confirm nhi hua.,Payment_Invoice,Medium,False
Refund trackng kaha dikhegi app me?,Returns_Refunds,Low,False
"Expected date kal thi, ab app mein koi new date show nahi ho rahi.",Order_Status,Medium,False
Product crushed hai! right now! Consumer forum me complaint karunga!,Wrong_Damaged_Product,High,True
Refunded paymnt ka credit note invioce me missing hai.,Payment_Invoice,Medium,False
"App bol raha delivered soon, lekin parcel abhi dusre state me hai..",Order_Status,Medium,False
Order dispatch hone ke baad address change ho sakta he kya?,Order_Status,Low,True
Agent adress nai mil raha bol raha hai jabki adress bilkul corect hai.,Delivery_Issue,Medium,False
"Order ka product cracked hai hai, turant replace kro",Wrong_Damaged_Product,Medium,True
Login kaise karu?,Account_Technical,Low,True
"Order ka product kharab hai, return option kahan hai?",Wrong_Damaged_Product,Low,True
Delivery scheduled for 3 din but nobody came,Delivery_Issue,Medium,True
Parcl retrn kar dia bina contact kiye!!! Aaj re-delivery nai hui to complaint karunga.,Delivery_Issue,High,False
payement ke liye kya kya steps hai?,Payment_Invoice,Low,True
"ORDER KAHA HAI?? Aaj function hai, mujhe parcl TURANT chahiye!",Order_Status,High,False
"Return ke baad product wapas nahi bhej pa raha, help karo",Returns_Refunds,Medium,True
"Four fake attempts dikha rahe ho, ek bhi call nahin aaya. Consumer forum jaunga.",Delivery_Issue,High,False
Return policy ke according refund milna chahiye! very urgent!,Returns_Refunds,High,True
Account failed hai but maine kuch nahi kiya! immediately!,Account_Technical,High,True
Card payment k liye international transaction enable hona chahiye?,Payment_Invoice,Low,False
Product broken hai hai! Completely unusable hai! URGENT!,Wrong_Damaged_Product,High,True
Pkg me wrong capacity wala storage device mila.,Wrong_Damaged_Product,Medium,False
"Mera order damage aaya hai, return kaise karu?",Wrong_Damaged_Product,Low,True
"Prodct ke parts missing hain, assemble nhi ho pa raha.",Wrong_Damaged_Product,Medium,False
"Hi, mera order abhi kaha tak pohcha h?",Order_Status,Low,False
"Product scratch aaya hai hai, battery scratch aaya hai ho gayi hae",Wrong_Damaged_Product,Medium,True
"₹15,000 prepaid kiya hai, parcl missing dikha raha hai!!! Immediate investigation chahiye.",Order_Status,High,False
retrn request kaise karu?,Returns_Refunds,Low,True
cn I reschedule delivery for Saturday?,Delivery_Issue,Low,False
Payment successful dikha raha hai but order disabled hai,Payment_Invoice,Medium,True
"RETURN WINDOW APP ERROR SE EXPIRE HUI. Meri galti nahin, abhi approve karo!",Returns_Refunds,High,False
"Photo me shade diffrent tha, return option hai kya?",Wrong_Damaged_Product,Low,False
"Mere order ke do items hain, ek ka status missing h.",Order_Status,Medium,False
"App showing error ho raha hai, ek mahina sey use nai ho raha",Account_Technical,Medium,True
Product missing hai! Box kharab hai tha! very urgent!,Wrong_Damaged_Product,High,True
recieved appliance switch on hi nai ho raha.,Wrong_Damaged_Product,Medium,False
